0.362392 	0.362392 	-2.77556e-18 	-0.0025268 	0.00339972 	3.30083e-20
0.38007 	0.38007 	-4.16334e-18 	-0.000711847 	0.0060991 	7.41115e-21
0.397747 	0.397747 	-7.28584e-18 	0.00749401 	0.00736979 	7.38413e-20
0.415425 	0.415425 	-9.36751e-18 	0.0204294 	0.00765288 	1.80774e-19
0.433103 	0.433103 	-6.93889e-18 	0.0370484 	0.00740884 	1.01055e-19
0.45078 	0.45078 	-9.71445e-18 	0.0565888 	0.00702623 	1.01236e-20
0.468458 	0.468458 	-1.38778e-17 	0.078426 	0.00676974 	-1.22306e-19
0.486136 	0.486136 	-1.249e-17 	0.10205 	0.0068238 	3.22173e-20
0.503813 	0.503813 	-1.249e-17 	0.127042 	0.0073191 	1.646e-19
0.521491 	0.521491 	-1.42247e-17 	0.153051 	0.00834522 	-2.81108e-19
0.539169 	0.539169 	-1.59595e-17 	0.179777 	0.00995837 	2.12764e-19
0.556847 	0.556847 	-1.56125e-17 	0.20696 	0.0121848 	-1.59974e-19
0.574524 	0.574524 	-1.56125e-17 	0.234369 	0.0150199 	1.35522e-19
0.592202 	0.592202 	-1.9082e-17 	0.261796 	0.0184228 	-2.91208e-19
0.60988 	0.60988 	-2.08167e-17 	0.289052 	0.022301 	3.16812e-19
0.627557 	0.627557 	-2.08167e-17 	0.315944 	0.0264614 	-3.39994e-19
0.645235 	0.645235 	-2.25514e-17 	0.342262 	0.0305729 	-8.53953e-20
0.662913 	0.662913 	-2.60209e-17 	0.368073 	0.0344725 	2.58526e-19
0.68059 	0.68059 	-2.35922e-17 	0.39437 	0.038777 	-9.42122e-20
0.698268 	0.698268 	-1.63064e-17 	0.420259 	0.0417962 	3.94821e-20
0.707107 	0.707107 	-1.2837e-17 	0.566693 	-0.0806603 	-2.00162e-21
0.814429 	0.814429 	-9.80832e-18 	0.734008 	-0.071875 	0
1.02907 	1.02907 	-1.01553e-17 	1.03645 	-0.010596 	0
1.20407 	1.20407 	-1.12835e-17 	1.20565 	0.0415546 	0
1.3114 	1.3114 	-1.21722e-17 	1.13213 	-0.00445967 	0
1.45836 	1.45836 	-1.44196e-17 	1.22559 	0.0170992 	0
1.67301 	1.67301 	-1.66533e-17 	1.26151 	0.0295827 	0
1.80836 	1.80836 	-1.87195e-17 	1.26422 	0.0354122 	0
1.91569 	1.91569 	-1.73745e-17 	1.24148 	0.000765496 	0
2.1023 	2.1023 	-1.63492e-17 	1.23723 	0.00769406 	0
2.30533 	2.30533 	-1.68501e-17 	1.22386 	0.0117155 	0
2.41265 	2.41265 	-1.55194e-17 	1.21324 	-0.00488813 	0
2.53159 	2.53159 	-1.27848e-17 	1.20081 	-0.00122978 	0
2.74623 	2.74623 	-1.41155e-17 	1.18667 	0.00119637 	0
2.90962 	2.90962 	-1.29765e-17 	1.17268 	0.00274282 	0
3.01694 	3.01694 	-1.11468e-17 	1.16825 	-0.00546334 	0
3.17552 	3.17552 	-9.27252e-18 	1.15673 	-0.00375182 	0
3.39017 	3.39017 	-7.97973e-18 	1.14627 	-0.00248506 	0
3.51391 	3.51391 	-9.50211e-18 	1.13709 	-0.00156433 	0
3.62123 	3.62123 	-1.04694e-17 	1.13402 	-0.00527885 	0
3.81945 	3.81945 	-1.20695e-17 	1.12683 	-0.00411751 	0
