0.000000e+00 0.000000e+00 5.692809e-02 1.133785e-01
2.416610e-01 2.393157e-01 2.935855e-01 3.466202e-01
4.833219e-01 4.647232e-01 5.131808e-01 5.597176e-01
7.249829e-01 6.631227e-01 7.029519e-01 7.402862e-01
9.666439e-01 8.229839e-01 8.518700e-01 8.778321e-01
1.208305e+00 9.350162e-01 9.512805e-01 9.643616e-01
1.449966e+00 9.927089e-01 9.954060e-01 9.948459e-01
1.691627e+00 9.927089e-01 9.816822e-01 9.675133e-01
1.933288e+00 9.350162e-01 9.109065e-01 8.839524e-01
2.174949e+00 8.229839e-01 7.871923e-01 7.490194e-01
2.416610e+00 6.631227e-01 6.177293e-01 5.705561e-01
2.658271e+00 4.647232e-01 4.123662e-01 3.589342e-01
2.899932e+00 2.393157e-01 1.830378e-01 1.264523e-01
3.141593e+00 1.224647e-16 -5.692809e-02 -1.133785e-01
3.383254e+00 -2.393157e-01 -2.935855e-01 -3.466202e-01
3.624915e+00 -4.647232e-01 -5.131808e-01 -5.597176e-01
3.866576e+00 -6.631227e-01 -7.029519e-01 -7.402862e-01
4.108237e+00 -8.229839e-01 -8.518700e-01 -8.778321e-01
4.349898e+00 -9.350162e-01 -9.512805e-01 -9.643616e-01
4.591558e+00 -9.927089e-01 -9.954060e-01 -9.948459e-01
4.833219e+00 -9.927089e-01 -9.816822e-01 -9.675133e-01
5.074880e+00 -9.350162e-01 -9.109065e-01 -8.839524e-01
5.316541e+00 -8.229839e-01 -7.871923e-01 -7.490194e-01
5.558202e+00 -6.631227e-01 -6.177293e-01 -5.705561e-01
5.799863e+00 -4.647232e-01 -4.123662e-01 -3.589342e-01
6.041524e+00 -2.393157e-01 -1.830378e-01 -1.264523e-01
6.283185e+00 -2.449294e-16 5.692809e-02 1.133785e-01
