0.000000e+00 0.000000e+00 2.449294e-16 4.898587e-16
6.289475e-03 6.289433e-03 6.289433e-03 6.289433e-03
1.257895e-02 1.257862e-02 1.257862e-02 1.257862e-02
1.886842e-02 1.886730e-02 1.886730e-02 1.886730e-02
2.515790e-02 2.515525e-02 2.515525e-02 2.515525e-02
3.144737e-02 3.144219e-02 3.144219e-02 3.144219e-02
3.773685e-02 3.772789e-02 3.772789e-02 3.772789e-02
4.402632e-02 4.401210e-02 4.401210e-02 4.401210e-02
5.031580e-02 5.029457e-02 5.029457e-02 5.029457e-02
5.660527e-02 5.657505e-02 5.657505e-02 5.657505e-02
6.289475e-02 6.285329e-02 6.285329e-02 6.285329e-02
6.918422e-02 6.912904e-02 6.912904e-02 6.912904e-02
7.547370e-02 7.540206e-02 7.540206e-02 7.540206e-02
8.176317e-02 8.167210e-02 8.167210e-02 8.167210e-02
8.805265e-02 8.793891e-02 8.793891e-02 8.793891e-02
9.434212e-02 9.420224e-02 9.420224e-02 9.420224e-02
1.006316e-01 1.004618e-01 1.004618e-01 1.004618e-01
1.069211e-01 1.067175e-01 1.067175e-01 1.067175e-01
1.132105e-01 1.129689e-01 1.129689e-01 1.129689e-01
1.195000e-01 1.192158e-01 1.192158e-01 1.192158e-01
1.257895e-01 1.254580e-01 1.254580e-01 1.254580e-01
1.320790e-01 1.316953e-01 1.316953e-01 1.316953e-01
1.383684e-01 1.379273e-01 1.379273e-01 1.379273e-01
1.446579e-01 1.441539e-01 1.441539e-01 1.441539e-01
1.509474e-01 1.503748e-01 1.503748e-01 1.503748e-01
1.572369e-01 1.565898e-01 1.565898e-01 1.565898e-01
1.635263e-01 1.627985e-01 1.627985e-01 1.627985e-01
1.698158e-01 1.690008e-01 1.690008e-01 1.690008e-01
1.761053e-01 1.751964e-01 1.751964e-01 1.751964e-01
1.823948e-01 1.813851e-01 1.813851e-01 1.813851e-01
1.886842e-01 1.875667e-01 1.875667e-01 1.875667e-01
1.949737e-01 1.937408e-01 1.937408e-01 1.937408e-01
2.012632e-01 1.999072e-01 1.999072e-01 1.999072e-01
2.075527e-01 2.060657e-01 2.060657e-01 2.060657e-01
2.138421e-01 2.122161e-01 2.122161e-01 2.122161e-01
2.201316e-01 2.183581e-01 2.183581e-01 2.183581e-01
2.264211e-01 2.244914e-01 2.244914e-01 2.244914e-01
2.327106e-01 2.306159e-01 2.306159e-01 2.306159e-01
2.390000e-01 2.367312e-01 2.367312e-01 2.367312e-01
2.452895e-01 2.428372e-01 2.428372e-01 2.428372e-01
2.515790e-01 2.489336e-01 2.489336e-01 2.489336e-01
2.578685e-01 2.550201e-01 2.550201e-01 2.550201e-01
2.641579e-01 2.610965e-01 2.610965e-01 2.610965e-01
2.704474e-01 2.671626e-01 2.671626e-01 2.671626e-01
2.767369e-01 2.732182e-01 2.732182e-01 2.732182e-01
2.830264e-01 2.792629e-01 2.792629e-01 2.792629e-01
2.893158e-01 2.852966e-01 2.852966e-01 2.852966e-01
2.956053e-01 2.913190e-01 2.913190e-01 2.913190e-01
3.018948e-01 2.973298e-01 2.973298e-01 2.973298e-01
3.081843e-01 3.033289e-01 3.033289e-01 3.033289e-01
3.144737e-01 3.093161e-01 3.093161e-01 3.093161e-01
3.207632e-01 3.152909e-01 3.152909e-01 3.152909e-01
3.270527e-01 3.212533e-01 3.212533e-01 3.212533e-01
3.333422e-01 3.272030e-01 3.272030e-01 3.272030e-01
3.396316e-01 3.331398e-01 3.331398e-01 3.331398e-01
3.459211e-01 3.390634e-01 3.390634e-01 3.390634e-01
3.522106e-01 3.449735e-01 3.449735e-01 3.449735e-01
3.585001e-01 3.508701e-01 3.508701e-01 3.508701e-01
3.647895e-01 3.567527e-01 3.567527e-01 3.567527e-01
3.710790e-01 3.626212e-01 3.626212e-01 3.626212e-01
3.773685e-01 3.684754e-01 3.684754e-01 3.684754e-01
3.836580e-01 3.743150e-01 3.743150e-01 3.743150e-01
3.899474e-01 3.801398e-01 3.801398e-01 3.801398e-01
3.962369e-01 3.859496e-01 3.859496e-01 3.859496e-01
4.025264e-01 3.917441e-01 3.917441e-01 3.917441e-01
4.088159e-01 3.975231e-01 3.975231e-01 3.975231e-01
4.151053e-01 4.032863e-01 4.032863e-01 4.032863e-01
4.213948e-01 4.090336e-01 4.090336e-01 4.090336e-01
4.276843e-01 4.147648e-01 4.147648e-01 4.147648e-01
4.339738e-01 4.204795e-01 4.204795e-01 4.204795e-01
4.402632e-01 4.261776e-01 4.261776e-01 4.261776e-01
4.465527e-01 4.318589e-01 4.318589e-01 4.318589e-01
4.528422e-01 4.375230e-01 4.375230e-01 4.375230e-01
4.591317e-01 4.431699e-01 4.431699e-01 4.431699e-01
4.654211e-01 4.487992e-01 4.487992e-01 4.487992e-01
4.717106e-01 4.544107e-01 4.544107e-01 4.544107e-01
4.780001e-01 4.600043e-01 4.600043e-01 4.600043e-01
4.842896e-01 4.655797e-01 4.655797e-01 4.655797e-01
4.905790e-01 4.711367e-01 4.711367e-01 4.711367e-01
4.968685e-01 4.766750e-01 4.766750e-01 4.766750e-01
5.031580e-01 4.821945e-01 4.821945e-01 4.821945e-01
5.094475e-01 4.876949e-01 4.876949e-01 4.876949e-01
5.157369e-01 4.931761e-01 4.931761e-01 4.931761e-01
5.220264e-01 4.986377e-01 4.986377e-01 4.986377e-01
5.283159e-01 5.040796e-01 5.040796e-01 5.040796e-01
5.346054e-01 5.095015e-01 5.095015e-01 5.095015e-01
5.408948e-01 5.149033e-01 5.149033e-01 5.149033e-01
5.471843e-01 5.202847e-01 5.202847e-01 5.202847e-01
5.534738e-01 5.256456e-01 5.256456e-01 5.256456e-01
5.597633e-01 5.309856e-01 5.309856e-01 5.309856e-01
5.660527e-01 5.363046e-01 5.363046e-01 5.363046e-01
5.723422e-01 5.416025e-01 5.416025e-01 5.416025e-01
5.786317e-01 5.468789e-01 5.468789e-01 5.468789e-01
5.849212e-01 5.521336e-01 5.521336e-01 5.521336e-01
5.912106e-01 5.573666e-01 5.573666e-01 5.573666e-01
5.975001e-01 5.625775e-01 5.625775e-01 5.625775e-01
6.037896e-01 5.677661e-01 5.677661e-01 5.677661e-01
6.100791e-01 5.729323e-01 5.729323e-01 5.729323e-01
6.163685e-01 5.780758e-01 5.780758e-01 5.780758e-01
6.226580e-01 5.831964e-01 5.831964e-01 5.831964e-01
6.289475e-01 5.882940e-01 5.882940e-01 5.882940e-01
6.352370e-01 5.933683e-01 5.933683e-01 5.933683e-01
6.415264e-01 5.984191e-01 5.984191e-01 5.984191e-01
6.478159e-01 6.034462e-01 6.034462e-01 6.034462e-01
6.541054e-01 6.084495e-01 6.084495e-01 6.084495e-01
6.603949e-01 6.134287e-01 6.134287e-01 6.134287e-01
6.666843e-01 6.183837e-01 6.183837e-01 6.183837e-01
6.729738e-01 6.233142e-01 6.233142e-01 6.233142e-01
6.792633e-01 6.282200e-01 6.282200e-01 6.282200e-01
6.855528e-01 6.331010e-01 6.331010e-01 6.331010e-01
6.918422e-01 6.379569e-01 6.379569e-01 6.379569e-01
6.981317e-01 6.427876e-01 6.427876e-01 6.427876e-01
7.044212e-01 6.475929e-01 6.475929e-01 6.475929e-01
7.107107e-01 6.523725e-01 6.523725e-01 6.523725e-01
7.170001e-01 6.571264e-01 6.571264e-01 6.571264e-01
7.232896e-01 6.618542e-01 6.618542e-01 6.618542e-01
7.295791e-01 6.665559e-01 6.665559e-01 6.665559e-01
7.358685e-01 6.712312e-01 6.712312e-01 6.712312e-01
7.421580e-01 6.758800e-01 6.758800e-01 6.758800e-01
7.484475e-01 6.805020e-01 6.805020e-01 6.805020e-01
7.547370e-01 6.850971e-01 6.850971e-01 6.850971e-01
7.610264e-01 6.896651e-01 6.896651e-01 6.896651e-01
7.673159e-01 6.942058e-01 6.942058e-01 6.942058e-01
7.736054e-01 6.987191e-01 6.987191e-01 6.987191e-01
7.798949e-01 7.032047e-01 7.032047e-01 7.032047e-01
7.861843e-01 7.076625e-01 7.076625e-01 7.076625e-01
7.924738e-01 7.120923e-01 7.120923e-01 7.120923e-01
7.987633e-01 7.164939e-01 7.164939e-01 7.164939e-01
8.050528e-01 7.208672e-01 7.208672e-01 7.208672e-01
8.113422e-01 7.252120e-01 7.252120e-01 7.252120e-01
8.176317e-01 7.295281e-01 7.295281e-01 7.295281e-01
8.239212e-01 7.338153e-01 7.338153e-01 7.338153e-01
8.302107e-01 7.380735e-01 7.380735e-01 7.380735e-01
8.365001e-01 7.423025e-01 7.423025e-01 7.423025e-01
8.427896e-01 7.465022e-01 7.465022e-01 7.465022e-01
8.490791e-01 7.506723e-01 7.506723e-01 7.506723e-01
8.553686e-01 7.548127e-01 7.548127e-01 7.548127e-01
8.616580e-01 7.589233e-01 7.589233e-01 7.589233e-01
8.679475e-01 7.630038e-01 7.630038e-01 7.630038e-01
8.742370e-01 7.670542e-01 7.670542e-01 7.670542e-01
8.805265e-01 7.710742e-01 7.710742e-01 7.710742e-01
8.868159e-01 7.750637e-01 7.750637e-01 7.750637e-01
8.931054e-01 7.790226e-01 7.790226e-01 7.790226e-01
8.993949e-01 7.829506e-01 7.829506e-01 7.829506e-01
9.056844e-01 7.868477e-01 7.868477e-01 7.868477e-01
9.119738e-01 7.907136e-01 7.907136e-01 7.907136e-01
