0.000000e+00 0.000000e+00 5.674632e-02 9.402833e-02
2.416610e-01 2.393157e-01 2.533697e-01 2.547935e-01
4.833219e-01 4.647232e-01 4.352682e-01 4.007510e-01
7.249829e-01 6.631227e-01 5.918705e-01 5.234183e-01
9.666439e-01 8.229839e-01 7.140754e-01 6.156665e-01
1.208305e+00 9.350162e-01 7.947809e-01 6.721343e-01
1.449966e+00 9.927089e-01 8.292966e-01 6.895402e-01
1.691627e+00 9.927089e-01 8.156165e-01 6.668724e-01
1.933288e+00 9.350162e-01 7.545358e-01 6.054485e-01
2.174949e+00 8.229839e-01 6.496043e-01 5.088381e-01
2.416610e+00 6.631227e-01 5.069201e-01 3.826559e-01
2.658271e+00 4.647232e-01 3.347755e-01 2.342351e-01
2.899932e+00 2.393157e-01 1.431750e-01 7.220144e-02
3.141593e+00 1.224647e-16 -5.674632e-02 -9.402833e-02
3.383254e+00 -2.393157e-01 -2.533697e-01 -2.547935e-01
3.624915e+00 -4.647232e-01 -4.352682e-01 -4.007510e-01
3.866576e+00 -6.631227e-01 -5.918705e-01 -5.234183e-01
4.108237e+00 -8.229839e-01 -7.140754e-01 -6.156665e-01
4.349898e+00 -9.350162e-01 -7.947809e-01 -6.721343e-01
4.591558e+00 -9.927089e-01 -8.292966e-01 -6.895402e-01
4.833219e+00 -9.927089e-01 -8.156165e-01 -6.668724e-01
5.074880e+00 -9.350162e-01 -7.545358e-01 -6.054485e-01
5.316541e+00 -8.229839e-01 -6.496043e-01 -5.088381e-01
5.558202e+00 -6.631227e-01 -5.069201e-01 -3.826559e-01
5.799863e+00 -4.647232e-01 -3.347755e-01 -2.342351e-01
6.041524e+00 -2.393157e-01 -1.431750e-01 -7.220144e-02
6.283185e+00 -2.449294e-16 5.674632e-02 9.402833e-02
