0.362392 	0.362392 	-2.77556e-18 	-0.00252705 	0.00339995 	3.29862e-20
0.38007 	0.38007 	-4.16334e-18 	-0.000712678 	0.00609979 	7.40472e-21
0.397747 	0.397747 	-7.28584e-18 	0.00749248 	0.00737091 	7.37911e-20
0.415425 	0.415425 	-9.36751e-18 	0.0204271 	0.00765441 	1.80648e-19
0.433103 	0.433103 	-6.93889e-18 	0.0370453 	0.00741075 	1.00983e-19
0.45078 	0.45078 	-9.71445e-18 	0.0565848 	0.00702851 	1.01159e-20
0.468458 	0.468458 	-1.38778e-17 	0.0784209 	0.00677237 	-1.22216e-19
0.486136 	0.486136 	-1.249e-17 	0.102044 	0.00682677 	3.21942e-20
0.503813 	0.503813 	-1.249e-17 	0.127035 	0.00732239 	1.64475e-19
0.521491 	0.521491 	-1.42247e-17 	0.153043 	0.00834881 	-2.80894e-19
0.539169 	0.539169 	-1.59595e-17 	0.179768 	0.00996224 	2.12599e-19
0.556847 	0.556847 	-1.56125e-17 	0.20695 	0.0121889 	-1.59848e-19
0.574524 	0.574524 	-1.56125e-17 	0.234357 	0.0150243 	1.35413e-19
0.592202 	0.592202 	-1.9082e-17 	0.261783 	0.0184274 	-2.90971e-19
0.60988 	0.60988 	-2.08167e-17 	0.289038 	0.0223058 	3.16547e-19
0.627557 	0.627557 	-2.08167e-17 	0.315929 	0.0264664 	-3.39708e-19
0.645235 	0.645235 	-2.25514e-17 	0.342246 	0.030578 	-8.53191e-20
0.662913 	0.662913 	-2.60209e-17 	0.368056 	0.0344777 	2.58282e-19
0.68059 	0.68059 	-2.35922e-17 	0.394353 	0.0387823 	-9.4131e-20
0.698268 	0.698268 	-1.63064e-17 	0.420241 	0.0418015 	3.94357e-20
0.707107 	0.707107 	-1.2837e-17 	0.566667 	-0.0806531 	-1.99924e-21
0.814429 	0.814429 	-9.80832e-18 	0.73398 	-0.0718662 	0
1.02907 	1.02907 	-1.01553e-17 	1.03643 	-0.0105824 	0
1.20407 	1.20407 	-1.12835e-17 	1.20564 	0.0415715 	0
1.3114 	1.3114 	-1.21722e-17 	1.1321 	-0.00443625 	0
1.45836 	1.45836 	-1.44196e-17 	1.22557 	0.0171262 	0
1.67301 	1.67301 	-1.66533e-17 	1.2615 	0.0296114 	0
1.80836 	1.80836 	-1.87195e-17 	1.26422 	0.0354411 	0
1.91569 	1.91569 	-1.73745e-17 	1.24148 	0.000803148 	0
2.1023 	2.1023 	-1.63492e-17 	1.23724 	0.00773068 	0
2.30533 	2.30533 	-1.68501e-17 	1.22387 	0.0117503 	0
2.41265 	2.41265 	-1.55194e-17 	1.21326 	-0.00484441 	0
2.53159 	2.53159 	-1.27848e-17 	1.20083 	-0.00118884 	0
2.74623 	2.74623 	-1.41155e-17 	1.18669 	0.00123417 	0
2.90962 	2.90962 	-1.29765e-17 	1.1727 	0.00277726 	0
3.01694 	3.01694 	-1.11468e-17 	1.16829 	-0.00542248 	0
3.17552 	3.17552 	-9.27252e-18 	1.15677 	-0.00371527 	0
3.39017 	3.39017 	-7.97973e-18 	1.14631 	-0.00245285 	0
3.51391 	3.51391 	-9.50211e-18 	1.13712 	-0.00153645 	0
3.62123 	3.62123 	-1.04694e-17 	1.13408 	-0.00524275 	0
3.81945 	3.81945 	-1.20695e-17 	1.12688 	-0.00408682 	0
