-0.362392 	0.362392 	4.94062e-18 	0.0856523 	0.0878075 	-4.23953e-20
-0.38007 	0.38007 	8.04456e-18 	0.22593 	0.226989 	-4.03961e-20
-0.397747 	0.397747 	9.88785e-18 	0.34363 	0.335076 	-3.51315e-20
-0.415425 	0.415425 	1.21449e-17 	0.441978 	0.417435 	-5.36079e-20
-0.433103 	0.433103 	1.50587e-17 	0.523925 	0.478358 	2.5148e-20
-0.45078 	0.45078 	1.72354e-17 	0.592112 	0.521507 	-2.12511e-21
-0.468458 	0.468458 	1.84504e-17 	0.648793 	0.550123 	-1.01683e-19
-0.486136 	0.486136 	1.73179e-17 	0.695905 	0.567032 	6.65819e-20
-0.503813 	0.503813 	1.86926e-17 	0.735115 	0.57467 	6.02986e-20
-0.521491 	0.521491 	2.16336e-17 	0.767847 	0.575109 	-8.31643e-20
-0.539169 	0.539169 	1.85726e-17 	0.79531 	0.57008 	9.63965e-20
-0.556847 	0.556847 	1.52111e-17 	0.818514 	0.561012 	-3.7244e-20
-0.574524 	0.574524 	1.43441e-17 	0.838305 	0.549056 	7.34399e-20
-0.592202 	0.592202 	1.33321e-17 	0.855379 	0.535125 	-1.18887e-19
-0.60988 	0.60988 	1.56602e-17 	0.870309 	0.519919 	2.50645e-19
-0.627557 	0.627557 	1.87775e-17 	0.883544 	0.503966 	-5.73588e-20
-0.645235 	0.645235 	1.91741e-17 	0.895425 	0.487603 	-1.61947e-20
-0.662913 	0.662913 	1.92184e-17 	0.906399 	0.470741 	1.69252e-19
-0.68059 	0.68059 	1.44709e-17 	0.917151 	0.452698 	-8.31004e-20
-0.698268 	0.698268 	7.77802e-18 	0.92628 	0.434104 	4.06124e-20
-0.707107 	0.707107 	5.63985e-18 	0.926473 	0.393555 	-5.63173e-20
-0.764429 	0.764429 	3.81639e-18 	0.983644 	0.413203 	0
-0.871752 	0.871752 	7.10856e-18 	0.97234 	0.356984 	0
-0.929074 	0.929074 	9.78944e-18 	1.02727 	0.297015 	0
-0.993719 	0.993719 	9.27282e-18 	1.00926 	0.265321 	0
-1.09372 	1.09372 	1.38702e-17 	0.997322 	0.235084 	0
-1.15104 	1.15104 	1.71503e-17 	1.02721 	0.213263 	0
-1.22301 	1.22301 	1.78518e-17 	1.01697 	0.192298 	0
-1.31569 	1.31569 	1.71624e-17 	1.00952 	0.172458 	0
-1.37301 	1.37301 	1.47966e-17 	1.02664 	0.158988 	0
-1.4523 	1.4523 	7.69567e-18 	1.01971 	0.143861 	0
-1.53765 	1.53765 	2.08167e-18 	1.01434 	0.129418 	0
-1.59497 	1.59497 	-3.17936e-20 	1.02322 	0.119297 	0
-1.68159 	1.68159 	-7.25683e-19 	1.01808 	0.107705 	0
-1.75962 	1.75962 	2.42861e-18 	1.01391 	0.0965158 	0
-1.81694 	1.81694 	3.86339e-18 	1.01808 	0.088742 	0
-1.91088 	1.91088 	2.82255e-18 	1.01413 	0.0793639 	0
-1.98159 	1.98159 	2.08167e-18 	1.01083 	0.0702133 	0
-2.03891 	2.03891 	3.94217e-18 	1.01253 	0.0642013 	0
-2.14017 	2.14017 	5.6769e-18 	1.0095 	0.0562901 	0
-2.20355 	2.20355 	5.55112e-18 	1.00697 	0.0484944 	0
-2.26088 	2.26088 	6.21105e-18 	1.0075 	0.0440062 	0
-2.3682 	2.3682 	5.83369e-18 	1.00529 	0.0371339 	0
-2.42552 	2.42552 	6.19835e-18 	1.0054 	0.0333323 	0
