-1.960000e+00 1.000000e+00
-1.880000e+00 1.000000e+00
-1.800000e+00 1.000000e+00
-1.720000e+00 1.000000e+00
-1.640000e+00 1.000000e+00
-1.560000e+00 1.000000e+00
-1.480000e+00 1.000000e+00
-1.400000e+00 1.000000e+00
-1.320000e+00 1.000000e+00
-1.240000e+00 1.000000e+00
-1.160000e+00 1.000000e+00
-1.080000e+00 1.000000e+00
-1.000000e+00 1.000000e+00
-9.200000e-01 1.000000e+00
-8.400000e-01 1.000000e+00
-7.600000e-01 1.000000e+00
-6.800000e-01 1.000000e+00
-6.000000e-01 1.000000e+00
-5.200000e-01 1.000002e+00
-4.400000e-01 1.000271e+00
-3.600000e-01 1.002700e+00
-2.800000e-01 1.012902e+00
-2.000000e-01 1.039302e+00
-1.200000e-01 1.087953e+00
-4.000000e-02 1.158934e+00
4.000000e-02 1.247807e+00
1.200000e-01 1.348837e+00
2.000000e-01 1.456784e+00
2.800000e-01 1.567086e+00
3.600000e-01 1.675024e+00
4.400000e-01 1.773540e+00
5.200000e-01 1.846348e+00
6.000000e-01 1.845113e+00
6.800000e-01 1.671958e+00
7.600000e-01 1.354393e+00
8.400000e-01 1.121744e+00
9.200000e-01 1.031420e+00
1.000000e+00 1.006630e+00
1.080000e+00 1.001107e+00
1.160000e+00 1.000134e+00
1.240000e+00 1.000010e+00
1.320000e+00 1.000000e+00
1.400000e+00 1.000000e+00
1.480000e+00 1.000000e+00
1.560000e+00 1.000000e+00
1.640000e+00 1.000000e+00
1.720000e+00 1.000000e+00
1.800000e+00 1.000000e+00
1.880000e+00 1.000000e+00
1.960000e+00 1.000000e+00
