-1.960000e+00 1.000000e+00
-1.880000e+00 1.000000e+00
-1.800000e+00 1.000000e+00
-1.720000e+00 1.000000e+00
-1.640000e+00 1.000000e+00
-1.560000e+00 1.000000e+00
-1.480000e+00 1.000000e+00
-1.400000e+00 1.000000e+00
-1.320000e+00 1.000000e+00
-1.240000e+00 1.000000e+00
-1.160000e+00 1.000000e+00
-1.080000e+00 1.000000e+00
-1.000000e+00 9.999989e-01
-9.200000e-01 1.000010e+00
-8.400000e-01 9.999480e-01
-7.600000e-01 1.000142e+00
-6.800000e-01 1.000036e+00
-6.000000e-01 9.986960e-01
-5.200000e-01 1.001727e+00
-4.400000e-01 1.005482e+00
-3.600000e-01 9.943325e-01
-2.800000e-01 9.752279e-01
-2.000000e-01 9.804862e-01
-1.200000e-01 1.028469e+00
-4.000000e-02 1.113061e+00
4.000000e-02 1.221031e+00
1.200000e-01 1.341954e+00
2.000000e-01 1.468820e+00
2.800000e-01 1.596415e+00
3.600000e-01 1.721390e+00
4.400000e-01 1.845688e+00
5.200000e-01 1.966827e+00
6.000000e-01 2.001253e+00
6.800000e-01 1.697166e+00
7.600000e-01 1.237907e+00
8.400000e-01 1.045741e+00
9.200000e-01 1.007124e+00
1.000000e+00 1.000958e+00
1.080000e+00 1.000102e+00
1.160000e+00 1.000008e+00
1.240000e+00 1.000000e+00
1.320000e+00 1.000000e+00
1.400000e+00 1.000000e+00
1.480000e+00 1.000000e+00
1.560000e+00 1.000000e+00
1.640000e+00 1.000000e+00
1.720000e+00 1.000000e+00
1.800000e+00 1.000000e+00
1.880000e+00 1.000000e+00
1.960000e+00 1.000000e+00
