0.000000e+00 0.000000e+00 -9.143022e-04
6.220976e-02 6.216964e-02 5.545546e-02
1.244195e-01 1.240988e-01 1.116107e-01
1.866293e-01 1.855478e-01 1.673341e-01
2.488390e-01 2.462789e-01 2.224101e-01
3.110488e-01 3.060573e-01 2.766257e-01
3.732585e-01 3.646515e-01 3.297711e-01
4.354683e-01 4.218350e-01 3.816406e-01
4.976780e-01 4.773865e-01 4.320337e-01
5.598878e-01 5.310911e-01 4.807553e-01
6.220976e-01 5.827410e-01 5.276169e-01
6.843073e-01 6.321364e-01 5.724373e-01
7.465171e-01 6.790862e-01 6.150430e-01
8.087268e-01 7.234087e-01 6.552693e-01
8.709366e-01 7.649325e-01 6.929605e-01
9.331463e-01 8.034970e-01 7.279707e-01
9.953561e-01 8.389528e-01 7.601646e-01
1.057566e+00 8.711629e-01 7.894175e-01
1.119776e+00 9.000027e-01 8.156163e-01
1.181985e+00 9.253605e-01 8.386597e-01
1.244195e+00 9.471382e-01 8.584584e-01
1.306405e+00 9.652517e-01 8.749359e-01
1.368615e+00 9.796308e-01 8.880285e-01
1.430824e+00 9.902199e-01 8.976855e-01
1.493034e+00 9.969780e-01 9.038695e-01
1.555244e+00 9.998791e-01 9.065566e-01
1.617454e+00 9.989117e-01 9.057364e-01
1.679663e+00 9.940798e-01 9.014121e-01
1.741873e+00 9.854020e-01 8.936004e-01
1.804083e+00 9.729119e-01 8.823316e-01
1.866293e+00 9.566577e-01 8.676491e-01
1.928502e+00 9.367024e-01 8.496099e-01
1.990712e+00 9.131233e-01 8.282838e-01
2.052922e+00 8.860114e-01 8.037531e-01
2.115132e+00 8.554717e-01 7.761129e-01
2.177341e+00 8.216223e-01 7.454701e-01
2.239551e+00 7.845943e-01 7.119432e-01
2.301761e+00 7.445308e-01 6.756619e-01
2.363971e+00 7.015868e-01 6.367666e-01
2.426180e+00 6.559286e-01 5.954078e-01
2.488390e+00 6.077327e-01 5.517455e-01
2.550600e+00 5.571856e-01 5.059485e-01
2.612810e+00 5.044829e-01 4.581942e-01
2.675019e+00 4.498284e-01 4.086672e-01
2.737229e+00 3.934336e-01 3.575591e-01
2.799439e+00 3.355167e-01 3.050677e-01
2.861649e+00 2.763017e-01 2.513961e-01
2.923859e+00 2.160178e-01 1.967519e-01
2.986068e+00 1.548982e-01 1.413464e-01
3.048278e+00 9.317927e-02 8.539415e-02
3.110488e+00 3.109986e-02 2.911150e-02
3.172698e+00 -3.109986e-02 -2.728378e-02
3.234907e+00 -9.317927e-02 -8.357350e-02
3.297117e+00 -1.548982e-01 -1.395399e-01
3.359327e+00 -2.160178e-01 -1.949664e-01
3.421537e+00 -2.763017e-01 -2.496387e-01
3.483746e+00 -3.355167e-01 -3.033451e-01
3.545956e+00 -3.934336e-01 -3.558780e-01
3.608166e+00 -4.498284e-01 -4.070340e-01
3.670376e+00 -5.044829e-01 -4.566153e-01
3.732585e+00 -5.571856e-01 -5.044301e-01
3.794795e+00 -6.077327e-01 -5.502933e-01
3.857005e+00 -6.559286e-01 -5.940275e-01
3.919215e+00 -7.015868e-01 -6.354636e-01
3.981424e+00 -7.445308e-01 -6.744411e-01
4.043634e+00 -7.845943e-01 -7.108094e-01
4.105844e+00 -8.216223e-01 -7.444277e-01
4.168054e+00 -8.554717e-01 -7.751660e-01
4.230263e+00 -8.860114e-01 -8.029053e-01
4.292473e+00 -9.131233e-01 -8.275383e-01
4.354683e+00 -9.367024e-01 -8.489697e-01
4.416893e+00 -9.566577e-01 -8.671166e-01
4.479102e+00 -9.729119e-01 -8.819088e-01
4.541312e+00 -9.854020e-01 -8.932891e-01
4.603522e+00 -9.940798e-01 -9.012134e-01
4.665732e+00 -9.989117e-01 -9.056511e-01
4.727941e+00 -9.998791e-01 -9.065850e-01
4.790151e+00 -9.969780e-01 -9.040115e-01
4.852361e+00 -9.902199e-01 -8.979406e-01
4.914571e+00 -9.796308e-01 -8.883957e-01
4.976780e+00 -9.652517e-01 -8.754138e-01
5.038990e+00 -9.471382e-01 -8.590451e-01
5.101200e+00 -9.253605e-01 -8.393529e-01
5.163410e+00 -9.000027e-01 -8.164134e-01
5.225619e+00 -8.711629e-01 -7.903153e-01
5.287829e+00 -8.389528e-01 -7.611597e-01
5.350039e+00 -8.034970e-01 -7.290593e-01
5.412249e+00 -7.649325e-01 -6.941383e-01
5.474458e+00 -7.234087e-01 -6.565318e-01
5.536668e+00 -6.790862e-01 -6.163853e-01
5.598878e+00 -6.321364e-01 -5.738542e-01
5.661088e+00 -5.827410e-01 -5.291029e-01
5.723298e+00 -5.310911e-01 -4.823047e-01
5.785507e+00 -4.773865e-01 -4.336404e-01
5.847717e+00 -4.218350e-01 -3.832986e-01
5.909927e+00 -3.646515e-01 -3.314738e-01
5.972137e+00 -3.060573e-01 -2.783666e-01
6.034346e+00 -2.462789e-01 -2.241824e-01
6.096556e+00 -1.855478e-01 -1.691309e-01
6.158766e+00 -1.240988e-01 -1.134251e-01
6.220976e+00 -6.216964e-02 -5.728053e-02
6.283185e+00 -2.449294e-16 -9.143022e-04
