0.000000e+00 4.898587e-16 1.918506e-03
3.125963e-02 3.125454e-02 3.317170e-02
6.251926e-02 6.247854e-02 6.439248e-02
9.377889e-02 9.364149e-02 9.555034e-02
1.250385e-01 1.247129e-01 1.266148e-01
1.562981e-01 1.556625e-01 1.575556e-01
1.875578e-01 1.864601e-01 1.883425e-01
2.188174e-01 2.170754e-01 2.189453e-01
2.500770e-01 2.474786e-01 2.493342e-01
2.813367e-01 2.776400e-01 2.794794e-01
3.125963e-01 3.075301e-01 3.093516e-01
3.438559e-01 3.371198e-01 3.389216e-01
3.751155e-01 3.663800e-01 3.681603e-01
4.063752e-01 3.952823e-01 3.970394e-01
4.376348e-01 4.237984e-01 4.255305e-01
4.688944e-01 4.519003e-01 4.536058e-01
5.001541e-01 4.795607e-01 4.812380e-01
5.314137e-01 5.067526e-01 5.083999e-01
5.626733e-01 5.334493e-01 5.350650e-01
5.939329e-01 5.596248e-01 5.612074e-01
6.251926e-01 5.852534e-01 5.868014e-01
6.564522e-01 6.103103e-01 6.118220e-01
6.877118e-01 6.347708e-01 6.362449e-01
7.189715e-01 6.586111e-01 6.600461e-01
7.502311e-01 6.818078e-01 6.832023e-01
7.814907e-01 7.043384e-01 7.056911e-01
8.127503e-01 7.261808e-01 7.274903e-01
8.440100e-01 7.473136e-01 7.485786e-01
8.752696e-01 7.677163e-01 7.689356e-01
9.065292e-01 7.873688e-01 7.885412e-01
9.377889e-01 8.062520e-01 8.073764e-01
9.690485e-01 8.243474e-01 8.254227e-01
1.000308e+00 8.416374e-01 8.426625e-01
1.031568e+00 8.581050e-01 8.590789e-01
1.062827e+00 8.737342e-01 8.746560e-01
1.094087e+00 8.885097e-01 8.893784e-01
1.125347e+00 9.024170e-01 9.032318e-01
1.156606e+00 9.154426e-01 9.162027e-01
1.187866e+00 9.275737e-01 9.282784e-01
1.219126e+00 9.387985e-01 9.394471e-01
1.250385e+00 9.491060e-01 9.496978e-01
1.281645e+00 9.584861e-01 9.590206e-01
1.312904e+00 9.669298e-01 9.674064e-01
1.344164e+00 9.744286e-01 9.748470e-01
1.375424e+00 9.809754e-01 9.813350e-01
1.406683e+00 9.865637e-01 9.868642e-01
1.437943e+00 9.911880e-01 9.914291e-01
1.469203e+00 9.948438e-01 9.950253e-01
1.500462e+00 9.975276e-01 9.976493e-01
1.531722e+00 9.992367e-01 9.992986e-01
1.562981e+00 9.999695e-01 9.999714e-01
1.594241e+00 9.997252e-01 9.996671e-01
1.625501e+00 9.985041e-01 9.983861e-01
1.656760e+00 9.963074e-01 9.961296e-01
1.688020e+00 9.931372e-01 9.928998e-01
1.719280e+00 9.889966e-01 9.886998e-01
1.750539e+00 9.838897e-01 9.835338e-01
1.781799e+00 9.778214e-01 9.774068e-01
1.813058e+00 9.707978e-01 9.703248e-01
1.844318e+00 9.628256e-01 9.622947e-01
1.875578e+00 9.539126e-01 9.533244e-01
1.906837e+00 9.440675e-01 9.434226e-01
1.938097e+00 9.333001e-01 9.325989e-01
1.969357e+00 9.216207e-01 9.208641e-01
2.000616e+00 9.090408e-01 9.082295e-01
2.031876e+00 8.955727e-01 8.947074e-01
2.063135e+00 8.812296e-01 8.803112e-01
2.094395e+00 8.660254e-01 8.650548e-01
2.125655e+00 8.499750e-01 8.489532e-01
2.156914e+00 8.330942e-01 8.320221e-01
2.188174e+00 8.153993e-01 8.142780e-01
2.219434e+00 7.969078e-01 7.957384e-01
2.250693e+00 7.776375e-01 7.764212e-01
2.281953e+00 7.576075e-01 7.563454e-01
2.313213e+00 7.368372e-01 7.355305e-01
2.344472e+00 7.153470e-01 7.139970e-01
2.375732e+00 6.931578e-01 6.917659e-01
2.406991e+00 6.702913e-01 6.688588e-01
2.438251e+00 6.467699e-01 6.452982e-01
2.469511e+00 6.226166e-01 6.211071e-01
2.500770e+00 5.978549e-01 5.963092e-01
2.532030e+00 5.725090e-01 5.709285e-01
2.563290e+00 5.466038e-01 5.449901e-01
2.594549e+00 5.201645e-01 5.185191e-01
2.625809e+00 4.932169e-01 4.915415e-01
2.657068e+00 4.657874e-01 4.640836e-01
2.688328e+00 4.379028e-01 4.361723e-01
2.719588e+00 4.095904e-01 4.078348e-01
2.750847e+00 3.808777e-01 3.790988e-01
2.782107e+00 3.517929e-01 3.499924e-01
2.813367e+00 3.223643e-01 3.205440e-01
2.844626e+00 2.926208e-01 2.907825e-01
